Title,Release_Date,Expired_Date,Activity_Code,Parent_Organization,Organization,Participating_Orgs,Document_Number,Document_Type,Clinical_Trials,URL
Advancing Group A Streptococcus Vaccine Discovery (R01 Clinical Trial Not Allowed),10/15/21,2/19/22,R01,NIH,NIAID,None,RFA-AI-21-070,RFA,Not_Allowed,https://grants.nih.gov/grants/guide/rfa-files/RFA-AI-21-070.html
NIH Blueprint for Neuroscience Research Short Courses in Neurotherapeutics Development (R25 Clinical Trial Not Allowed),10/15/21,12/10/21,R25,NIH,NINDS,"OBSSR, NIEHS, NEI, NIA, NIAAA, NCCIH, NIMH, NIDA, NIDCR, NIBIB, NICHD",RFA-NS-21-025,RFA,Not_Allowed,https://grants.nih.gov/grants/guide/rfa-files/RFA-NS-21-025.html
Notice of Special Interest (NOSI): Promoting research to understand vascular contributions to cognitive impairment and dementia (VCID),10/14/21,5/8/25,R01,NIH,NHLBI,"NINDS, NIA",NOT-HL-23-002,NOSIS,Optional,https://grants.nih.gov/grants/guide/notice-files/NOT-HL-23-002.html
"NIH Health Care Systems Research Collaboratory - Pragmatic and Implementation Trials of Embedded Interventions (UG3/UH3, Clinical Trials Optional)",10/14/21,6/18/22,UG3/UH3,NIH,NCCIH,"NINR, ODP, NHLBI, NIA, OBSSR, NIAMS, NIMHD",RFA-AT-22-001,RFA,Optional,https://grants.nih.gov/grants/guide/rfa-files/RFA-AT-22-001.html
Diabetes Research Centers (P30 Clinical Trial Optional),10/13/21,3/9/22,P30,NIH,NIDDK,None,RFA-DK-21-029,RFA,Optional,https://grants.nih.gov/grants/guide/rfa-files/RFA-DK-21-029.html
Clinical Relevance of the Linkage between Environmental Toxicant Exposures and Alzheimers Disease and Related Dementias (R01 Clinical Trial Not Allowed),10/13/21,3/12/22,R01,NIH,NINDS,"NIA, NIEHS",PAR-22-048,PAR,Not_Allowed,https://grants.nih.gov/grants/guide/pa-files/PAR-22-048.html
Pelvic Floor Disorders Network (UG1 Clinical Trial Required),10/13/21,12/7/21,UG1,NIH,NICHD,ORWH,RFA-HD-22-021,RFA,Required,https://grants.nih.gov/grants/guide/rfa-files/RFA-HD-22-021.html
Pelvic Floor Disorders Network (U24 Clinical Trial Required),10/13/21,12/7/21,U24,NIH,NICHD,None,RFA-HD-22-022,RFA,Required,https://grants.nih.gov/grants/guide/rfa-files/RFA-HD-22-022.html
NHLBI Career Transition Award for Intramural Postdoctoral Fellows and Research Trainees (K22 Clinical Trial Required),10/12/21,7/13/24,K22,NIH,NHLBI,None,PAR-22-040,PAR,Required,https://grants.nih.gov/grants/guide/pa-files/PAR-22-040.html
NHLBI Career Transition Award for Intramural Postdoctoral Fellows and Research Trainees (K22 Independent Clinical Trial Not Allowed),10/12/21,7/13/24,K22,NIH,NHLBI,None,PAR-22-034,PAR,Not_Allowed,https://grants.nih.gov/grants/guide/pa-files/PAR-22-034.html
Neuromodulation/Neurostimulation Device Development for Mental Health Applications (R21 Clinical Trial Not Allowed),10/12/21,1/8/25,R21,NIH,NIMH,None,PAR-22-038,PAR,Not_Allowed,https://grants.nih.gov/grants/guide/pa-files/PAR-22-038.html
Neuromodulation/Neurostimulation Device Development for Mental Health Applications (R01 Clinical Trial Not Allowed),10/12/21,1/8/25,R01,NIH,NIMH,None,PAR-22-039,PAR,Not_Allowed,https://grants.nih.gov/grants/guide/pa-files/PAR-22-039.html
Exploratory Grants in Cancer Control (R21 Clinical Trial Optional),10/12/21,10/9/24,R21,NIH,NCI,None,PAR-21-341,PAR,Optional,https://grants.nih.gov/grants/guide/pa-files/PAR-21-341.html
HEAL Initiative: Advancing Health Equity in Pain Management (R61/R33 Clinical Trial Required),10/8/21,12/10/21,R61/R33,NIH,NINDS,"NIAAA, NIA, NIAMS, NCCIH, NCI, NIDDK, ORWH, NIMHD, NIMH, NINR, NCATS, OBSSR, NIDCR, NIDA, NEI",RFA-NS-22-002,RFA,Required,https://grants.nih.gov/grants/guide/rfa-files/RFA-NS-22-002.html
Pilot Practice-based Research for Primary Care Suicide Prevention (R34 Clinical Trial Optional),10/8/21,6/22/22,R34,NIH,NIMH,None,RFA-MH-22-120,RFA,Optional,https://grants.nih.gov/grants/guide/rfa-files/RFA-MH-22-120.html
NIDCD Clinical Research Center Grant (P50 Clinical Trial Optional),10/7/21,2/7/25,P50,NIH,NIDCD,None,PAR-22-025,PAR,Optional,https://grants.nih.gov/grants/guide/pa-files/PAR-22-025.html
IDeA Regional Entrepreneurship Development (I-RED) Program (STTR) (UT2 Clinical Trial Not Allowed),10/7/21,1/6/22,UT2,NIH,NIGMS,None,RFA-GM-22-001,RFA,Not_Allowed,https://grants.nih.gov/grants/guide/rfa-files/RFA-GM-22-001.html
"Notice of Special Interest (NOSI): Biologic Factors Underlying Dental, Oral, and Craniofacial Health Disparities",10/7/21,1/8/25,"R21,R01",NIH,NIDCR,"NCI, NIMHD",NOT-DE-21-013,NOSIS,Optional,https://grants.nih.gov/grants/guide/notice-files/NOT-DE-21-013.html
SPARC Human Open Research Neural Engineering Technologies (HORNET) Initiative (U41 Clinical Trial Not Allowed),10/6/21,1/13/22,U41,NIH,RMOD,None,RFA-RM-21-024,RFA,Not_Allowed,https://grants.nih.gov/grants/guide/rfa-files/RFA-RM-21-024.html
Virtual Consortium for Translational/Transdisciplinary Environmental Research (ViCTER) (R01 Clinical Trial Optional),10/6/21,2/2/24,R01,NIH,NIEHS,None,RFA-ES-21-007,RFA,Optional,https://grants.nih.gov/grants/guide/rfa-files/RFA-ES-21-007.html
"Research on Biopsychosocial Factors of Social Connectedness and Isolation on Health, Wellbeing, Illness, and Recovery (R01 Clinical Trial Required)",10/5/21,9/8/24,R01,NIH,OPPNET,"NIAAA, NIA, NCCIH, NCI, NINR, NIDA",PAR-21-352,PAR,Required,https://grants.nih.gov/grants/guide/pa-files/PAR-21-352.html
Genomic Curriculum Development for Medical Students (R25 Clinical Trial Not Allowed),10/5/21,1/26/24,R25,NIH,NHGRI,None,PAR-21-312,PAR,Not_Allowed,https://grants.nih.gov/grants/guide/pa-files/PAR-21-312.html
"Research on Biopsychosocial Factors of Social Connectedness and Isolation on Health, Wellbeing, Illness, and Recovery (R01 Clinical Trials Not Allowed)",10/5/21,6/22/24,R01,NIH,OPPNET,"NIAAA, NIA, NCCIH, NCI, NICHD, NIMHD, NIMH, NINR, NINDS, OBSSR, NIDCR, NIDA, NEI",PAR-21-350,PAR,Not_Allowed,https://grants.nih.gov/grants/guide/pa-files/PAR-21-350.html
"Research on Biopsychosocial Factors of Social Connectedness and Isolation on Health, Wellbeing, Illness, and Recovery (R01 Basic Experimental Studies with Humans Required)",10/5/21,6/22/24,R01,NIH,OPPNET,"NIAAA, NIA, NCI, NICHD, NIMHD, NIMH, NINR, NINDS, OBSSR, NIDCR, NIDA, NEI",PAR-21-349,PAR,Basic_Trial,https://grants.nih.gov/grants/guide/pa-files/PAR-21-349.html
Neurosurgeon Research Career Development Program (NRCDP) (K12 Independent Clinical Trial Not Allowed),10/4/21,12/16/21,K12,NIH,NINDS,None,RFA-NS-21-019,RFA,Not_Allowed,https://grants.nih.gov/grants/guide/rfa-files/RFA-NS-21-019.html
"Notice of Special Interest (NOSI): Dietary, Physical Activity, Sedentary Behavior and Sleep Assessment Methodologies Among Infants and Young Children (Birth to 5 years) through Adults",10/4/21,5/8/23,R01,NIH,NCI,"NICHD, NHLBI",NOT-CA-21-108,NOSIS,Not_Allowed,https://grants.nih.gov/grants/guide/notice-files/NOT-CA-21-108.html
Notice of Special Interest (NOSI): Dietary Effects on Nutrient Sensing Pathways in Tumor Etiology and Prevention,10/4/21,9/8/24,"K22,K08,R15,R01,R21,K99/R00,",NIH,NCI,None,NOT-CA-21-121,NOSIS,Optional,https://grants.nih.gov/grants/guide/notice-files/NOT-CA-21-121.html
Pediatric Obesity Discovery Science Research to Improve Understanding of Risk and Causal Mechanisms for Obesity in Early Life (R01 Clinical Trial Optional),10/4/21,3/9/22,R01,NIH,NIDDK,None,RFA-DK-21-025,RFA,Optional,https://grants.nih.gov/grants/guide/rfa-files/RFA-DK-21-025.html
Notice of Special Interest: Biomarker Discover and Validation in Functional Neurological Disorders,10/1/21,1/8/25,"R61/R33,U01,U44",NIH,NINDS,None,NOT-NS-22-010,NOSIS,Optional,https://grants.nih.gov/grants/guide/notice-files/NOT-NS-22-010.html
Role of Astrocytes in Degeneration of the Neurovascular Unit in AD/ADRDs (R01 Clinical Trial Not Allowed),9/30/21,2/5/22,R01,NIH,NINDS,NIA,PAR-22-037,PAR,Not_Allowed,https://grants.nih.gov/grants/guide/pa-files/PAR-22-037.html
"NOSI: Notice of Special Interest: Resilience and Vulnerability following Acute Heart, Lung, Blood, and Sleep Insults in People with HIV (R01, Clinical Trial Not Allowed)",9/30/21,1/8/24,R01,NIH,NHLBI,None,NOT-HL-22-002,NOSIS,Not_Allowed,https://grants.nih.gov/grants/guide/notice-files/NOT-HL-22-002.html
HEAL initiative: Pharmacotherapies to Reverse Opioid Overdose Induced Respiratory Depression Without Central Opioid Withdrawal (Target Validation and Candidate Therapeutic Development) (UG3/UH3 Clinical Trials Not Allowed),9/30/21,12/4/21,UG3/UH3,NIH,NHLBI,"NIDA, NIAAA",RFA-HL-22-013,RFA,Not_Allowed,https://grants.nih.gov/grants/guide/rfa-files/RFA-HL-22-013.html
Advancing Gender Inclusive Excellence (AGIE)  Coordinating Center (U54 Clinical Trial Not Allowed),9/30/21,12/1/21,U54,NIH,ORWH,NIDDK,RFA-OD-21-010,RFA,Not_Allowed,https://grants.nih.gov/grants/guide/rfa-files/RFA-OD-21-010.html
Limited Competition: Coordinating Center (CC) for the Small Cell Lung Cancer (SCLC) Consortium (U24 Clinical Trial Not Allowed),9/29/21,11/18/21,U24,NIH,NCI,None,PAR-21-346,PAR,Not_Allowed,https://grants.nih.gov/grants/guide/pa-files/PAR-21-346.html
NIA Career Transition Award (K22 Independent Clinical Trial Not Allowed),9/28/21,2/13/24,K22,NIH,NIA,None,PAR-21-351,PAR,Not_Allowed,https://grants.nih.gov/grants/guide/pa-files/PAR-21-351.html
"Interventions for Stigma Reduction to Improve HIV/AIDS Prevention, Treatment and Care in Low- and Middle- Income Countries (R01 - Clinical Trial Optional)",9/28/21,12/21/22,R01,NIH,FIC,"NCI, NICHD, NIMH, NIDA",PAR-21-344,PAR,Optional,https://grants.nih.gov/grants/guide/pa-files/PAR-21-344.html
Systems Biology for Infectious Diseases (U19 Clinical Trial Not Allowed),9/27/21,1/15/22,U19,NIH,NIAID,None,RFA-AI-21-065,RFA,Not_Allowed,https://grants.nih.gov/grants/guide/rfa-files/RFA-AI-21-065.html
NINDS Institutional AD/ADRD Research Training Program (T32 Clinical Trial Not Allowed),9/27/21,3/22/23,T32,NIH,NINDS,NIA,PAR-22-021,PAR,Not_Allowed,https://grants.nih.gov/grants/guide/pa-files/PAR-22-021.html
The role of Epstein Barr virus (EBV) infection in Non-Hodgkin Lymphoma (NHL) and Hodgkin disease (HD) development with or without an underlying HIV infection (U01 Clinical Trial Optional),9/27/21,12/16/23,U01,NIH,NCI,None,PAR-21-348,PAR,Optional,https://grants.nih.gov/grants/guide/pa-files/PAR-21-348.html
Modern Equipment for Shared-use Biomedical Research Facilities: Advancing Research-Related Operations (R24 Clinical Trials Not Allowed),9/24/21,12/2/21,R24,NIH,ORIP,None,PAR-21-326,PAR,Not_Allowed,https://grants.nih.gov/grants/guide/pa-files/PAR-21-326.html
INvestigation of Co-occurring conditions across the Lifespan to Understand Down syndromE (INCLUDE) Exploratory/Developmental Research Grant Award (R21 Clinical Trial Not Allowed),9/24/21,7/4/24,R21,NIH,OD,"NEI, NIDCD, NIAMS, NCI, NIDCR, NIAID, NCCIH, NHLBI, NIA, NICHD, ORIP",RFA-OD-21-007,RFA,Not_Allowed,https://grants.nih.gov/grants/guide/rfa-files/RFA-OD-21-007.html
Effectiveness and Implementation Research for Post-Acute Interventions to Optimize Long-Term Mental Health Outcomes in Low- and Middle-Income Countries (R34 Clinical Trial Optional),9/24/21,12/10/21,R34,NIH,NIMH,None,RFA-MH-22-100,RFA,Optional,https://grants.nih.gov/grants/guide/rfa-files/RFA-MH-22-100.html
Notice of Special Interest (NOSI): Primary Caregiver Technical Assistance Supplements (PCTAS) (Admin Supp Clinical Trial Optional),9/24/21,9/24/24,Admin Supp,NIH,NIAID,None,NOT-AI-21-074,NOSIS,Optional,https://grants.nih.gov/grants/guide/notice-files/NOT-AI-21-074.html
Notice of Special Interest (NOSI): Promoting Pain Research Within the NIAMS Mission Areas,9/23/21,1/10/23,"R01,R21,R15,R33,R13,R34,K99/R00,K24,K01,K25,K23,K08,332",NIH,NIAMS,None,NOT-AR-22-007,NOSIS,Optional,https://grants.nih.gov/grants/guide/notice-files/NOT-AR-22-007.html
Limited Competition: Renewal of the Caenorhabditis Intervention Testing Program (U01 Clinical Trial Not Allowed),9/23/21,10/28/21,U01,NIH,NIA,None,RFA-AG-22-029,RFA,Not_Allowed,https://grants.nih.gov/grants/guide/rfa-files/RFA-AG-22-029.html
The NCI Predoctoral to Postdoctoral Fellow Transition Award (F99/K00 Clinical Trial Not Allowed),9/22/21,11/19/21,F99/K00,NIH,NCI,None,RFA-CA-21-059,RFA,Not_Allowed,https://grants.nih.gov/grants/guide/rfa-files/RFA-CA-21-059.html
Clinical Characterization of Cancer Therapy-induced Adverse Sequelae and Mechanism-based Interventional Strategies (R01 Clinical Trial Optional),9/22/21,11/6/24,R01,NIH,NCI,None,PAR-21-329,PAR,Optional,https://grants.nih.gov/grants/guide/pa-files/PAR-21-329.html
Limited Competition: Ruth L. Kirschstein National Research Service Award (NRSA) Postdoctoral Research Training Grant for the Clinical and Translational Science Awards (CTSA) Program (T32 Clinical Trial Not Allowed),9/22/21,9/14/24,T32,NIH,NCATS,None,PAR-21-338,PAR,Not_Allowed,https://grants.nih.gov/grants/guide/pa-files/PAR-21-338.html
Limited Competition: Ruth L. Kirschstein National Research Service Award (NRSA) Predoctoral Research Training Grant for the Clinical and Translational Science Awards (CTSA) Program (T32 Clinical Trial Not Allowed),9/22/21,9/14/24,T32,NIH,NCATS,None,PAR-21-337,PAR,Not_Allowed,https://grants.nih.gov/grants/guide/pa-files/PAR-21-337.html
Limited Competition:Caenorhabditis Intervention Testing Program Data Coordinating Center (U24 Clinical Trial Not Allowed),9/21/21,10/28/21,U24,NIH,NIA,None,RFA-AG-22-028,RFA,Not_Allowed,https://grants.nih.gov/grants/guide/rfa-files/RFA-AG-22-028.html
Development of Microbiome-Related Approaches for Diagnosis/Mitigation/Treatment of Radiation Injuries (U01 Clinical Trial Not Allowed),9/20/21,2/10/22,U01,NIH,NIAID,None,RFA-AI-21-068,RFA,Not_Allowed,https://grants.nih.gov/grants/guide/rfa-files/RFA-AI-21-068.html
SUNBEAM - Analysis and Bioinformatics Center (ABC) (UM1 Clinical Trial Not Allowed),9/20/21,2/16/22,UM1,NIH,NIAID,None,RFA-AI-21-060,RFA,Not_Allowed,https://grants.nih.gov/grants/guide/rfa-files/RFA-AI-21-060.html
Mood and Psychosis Symptoms during the Menopause Transition (R01 Clinical Trial Optional),9/20/21,1/6/23,R01,NIH,NIMH,None,PAR-22-035,PAR,Optional,https://grants.nih.gov/grants/guide/pa-files/PAR-22-035.html
Mood and Psychosis Symptoms during the Menopause Transition (R21 Clinical Trial Optional),9/20/21,1/13/23,R21,NIH,NIMH,None,PAR-22-036,PAR,Optional,https://grants.nih.gov/grants/guide/pa-files/PAR-22-036.html
NCI Outstanding Investigator Award (R35 Clinical Trial Not Allowed),9/20/21,11/5/21,R35,NIH,NCI,None,PAR-21-333,PAR,Not_Allowed,https://grants.nih.gov/grants/guide/pa-files/PAR-21-333.html
Limited Competition: Mentored Research Career Development Program Award in Clinical and Translational Science Awards (CTSA) Program (K12 Clinical Trial Optional),9/17/21,9/14/24,K12,NIH,NCATS,None,PAR-21-336,PAR,Optional,https://grants.nih.gov/grants/guide/pa-files/PAR-21-336.html
Limited Competition: NCATS Clinical and Translational Science Award (CTSA) Program Research Education Grants Programs (R25 - Clinical Trial Not Allowed),9/17/21,9/14/24,R25,NIH,NCATS,None,PAR-21-339,PAR,Not_Allowed,https://grants.nih.gov/grants/guide/pa-files/PAR-21-339.html
Limited Competition: High Impact Specialized Innovation Programs in Clinical and Translational Science for UM1 CTSA Hub Awards (RC2 Clinical Trials Not Allowed),9/17/21,9/14/24,RC2,NIH,NCATS,None,PAR-21-340,PAR,Not_Allowed,https://grants.nih.gov/grants/guide/pa-files/PAR-21-340.html
Pancreatic Cancer Detection Consortium: Management and Data Coordination Unit (U24 Clinical Trial Not Allowed),9/16/21,6/12/24,U24,NIH,NCI,None,PAR-21-335,PAR,Not_Allowed,https://grants.nih.gov/grants/guide/pa-files/PAR-21-335.html
Pancreatic Cancer Detection Consortium: Research Units (U01 Clinical Trial Optional),9/16/21,6/12/24,U01,NIH,NCI,None,PAR-21-334,PAR,Optional,https://grants.nih.gov/grants/guide/pa-files/PAR-21-334.html
Mental Health Research Dissertation Grant to Enhance Workforce Diversity (R36 Independent Clinical Trial Not Allowed),9/15/21,5/8/22,R36,NIH,NIMH,None,PAR-21-325,PAR,Not_Allowed,https://grants.nih.gov/grants/guide/pa-files/PAR-21-325.html
Tissue Mapping Centers for the Human BioMolecular Atlas Program (U54 Clinical Trial Not Allowed),9/14/21,11/20/21,U54,NIH,RMOD,None,RFA-RM-21-026,RFA,Not_Allowed,https://grants.nih.gov/grants/guide/rfa-files/RFA-RM-21-026.html
Global Brain and Nervous System Disorders Research Across the Lifespan (R21 Clinical Trial Optional),9/13/21,12/12/23,R21,NIH,FIC,"NICHD, NIDCD, NIMH, NEI, NIA, NIEHS, NINDS",PAR-21-319,PAR,Optional,https://grants.nih.gov/grants/guide/pa-files/PAR-21-319.html
Global Brain and Nervous System Disorders Research Across the Lifespan (R01 Clinical Trials Optional),9/13/21,12/12/23,R01,NIH,FIC,"NIA, NIDCD, NIEHS, NICHD, NIMH, NINDS, NEI",PAR-21-311,PAR,Optional,https://grants.nih.gov/grants/guide/pa-files/PAR-21-311.html
Administrative  Supplements to Promote Diversity in Small Businesses-SBIR/STTR (Admin Supp Clinical Trial Not Allowed),9/10/21,9/10/24,Admin Supp,NIH,OD,"NIOSH, NCIPC, NIDA, NEI, NHGRI, NCATS, NIEHS, NIMH, NINR, NINDS, ORIP, NHLBI, NIDCR, NCEH, NIGMS, NICHD, NIBIB, NIMHD, NLM, NIAID, NIAMS, NCCIH, NCI, NIDCD, NIDDK, NIAAA, NIA",PA-21-345,PA,Not_Allowed,https://grants.nih.gov/grants/guide/pa-files/PA-21-345.html
The Human BioMolecular Atlas Program (HuBMAP) Demonstration Project (U01 Clinical Trial Not Allowed),9/10/21,11/20/21,U01,NIH,RMOD,None,RFA-RM-21-027,RFA,Not_Allowed,https://grants.nih.gov/grants/guide/rfa-files/RFA-RM-21-027.html
Small Vessel VCID Biomarkers Validation Consortium Coordinating Center (U24 Clinical Trial Not Allowed),9/10/21,11/13/21,U24,NIH,NINDS,NIA,RFA-NS-22-017,RFA,Not_Allowed,https://grants.nih.gov/grants/guide/rfa-files/RFA-NS-22-017.html
NCI Mentored Clinical Scientist Research Career Development Award to Promote Diversity (K08 Clinical Trial Required),9/10/21,12/2/24,K08,NIH,NCI,None,PAR-21-299,PAR,Required,https://grants.nih.gov/grants/guide/pa-files/PAR-21-299.html
NCI Mentored Clinical Scientist Research Career Development Award to Promote Diversity (K08 Independent Clinical Trial Not Allowed),9/10/21,12/2/24,K08,NIH,NCI,None,PAR-21-300,PAR,Not_Allowed,https://grants.nih.gov/grants/guide/pa-files/PAR-21-300.html
Career Transition Award for NINDS Intramural Clinician-Scientists (K22 Clinical Trial Required),9/10/21,11/13/24,K22,NIH,NINDS,None,PAR-21-327,PAR,Required,https://grants.nih.gov/grants/guide/pa-files/PAR-21-327.html
Career Transition Award for NINDS Intramural Clinician-Scientists (K22 Clinical Trial Not Allowed),9/10/21,11/13/24,K22,NIH,NINDS,None,PAR-21-328,PAR,Not_Allowed,https://grants.nih.gov/grants/guide/pa-files/PAR-21-328.html
NCI Transition Career Development Award to Promote Diversity (K22 Independent Clinical Trial Not Allowed),9/10/21,12/2/24,K22,NIH,NCI,None,PAR-21-301,PAR,Not_Allowed,https://grants.nih.gov/grants/guide/pa-files/PAR-21-301.html
NCI Transition Career Development Award to Promote Diversity (K22 Clinical Trial Required),9/10/21,12/2/24,K22,NIH,NCI,None,PAR-21-302,PAR,Required,https://grants.nih.gov/grants/guide/pa-files/PAR-21-302.html
AIDS-Science Track Award for Research Transition (R03 Clinical Trial Optional),9/10/21,1/8/25,R03,NIH,NIDA,None,PAS-21-270,PAS,Optional,https://grants.nih.gov/grants/guide/pa-files/PAS-21-270.html
Notice of Special Interest (NOSI): Evaluation of sex differences on HIV-associated comorbidities in the context of stimulant use,9/9/21,1/8/25,R01,NIH,NIDA,None,NOT-DA-21-020,NOSIS,Optional,https://grants.nih.gov/grants/guide/notice-files/NOT-DA-21-020.html
An Intergenerational Precision Medicine Research Program for the Study of Factor VIII Immunogenicity in Severe Hemophilia A: Hemophilia A Analytical Cohort Research Program (UG3/UH3 Clinical Trial Not Allowed),9/9/21,10/20/21,UG3/UH3,NIH,NHLBI,None,RFA-HL-22-004,RFA,Not_Allowed,https://grants.nih.gov/grants/guide/rfa-files/RFA-HL-22-004.html
